line,id,N,E,Z,alt,TxRoll,TxPitch,TxYaw,RxRoll,RxPith,RxYaw,Off[0],Off[1],Off[2],Off[3],Off[4],Off[5],Off[6],Off[7],Off[8],Off[9],Off[10],Off[11],Off[12],Off[13],Off[14],Off[15],Off[16],Off[17],Off[18],Off[19],Off[20],Off[21],Off[22],Off[23],Off[24],Off[25],Off[26],Off[27],Off[28],Off[29],Off[30],Off[31],Off[32],Off[33]
100101,     207.0,  432532.2,4194873.5, 2308.1, 29.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.4930e-11, 4.0959e-11, 2.6626e-11, 1.7260e-11, 1.0950e-11, 6.7627e-12, 4.1297e-12, 2.4491e-12, 1.5034e-12, 9.2220e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     208.0,  432560.2,4194882.5, 2308.4, 29.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.5030e-11, 4.1165e-11, 2.6794e-11, 1.7434e-11, 1.1032e-11, 6.8257e-12, 4.1297e-12, 2.4553e-12, 1.5695e-12, 1.0009e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     209.0,  432588.2,4194891.0, 2308.8, 29.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.5159e-11, 4.1401e-11, 2.6984e-11, 1.7714e-11, 1.1284e-11, 7.0585e-12, 4.3037e-12, 2.5298e-12, 1.5964e-12, 1.0170e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     210.0,  432616.0,4194899.0, 2309.0, 29.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.5943e-11, 4.1972e-11, 2.7364e-11, 1.7756e-11, 1.1313e-11, 7.0753e-12, 4.3238e-12, 2.5945e-12, 1.5977e-12, 1.0135e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     211.0,  432643.2,4194907.0, 2309.0, 28.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.5987e-11, 4.2084e-11, 2.7177e-11, 1.7663e-11, 1.1280e-11, 7.0180e-12, 4.3223e-12, 2.5076e-12, 1.5138e-12, 9.2182e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     212.0,  432669.9,4194914.5, 2309.0, 28.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.5159e-11, 4.1490e-11, 2.6738e-11, 1.7465e-11, 1.1160e-11, 6.9614e-12, 4.2762e-12, 2.5104e-12, 1.5017e-12, 9.0965e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     213.0,  432696.6,4194922.0, 2309.0, 28.3, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.3775e-11, 4.0278e-11, 2.6182e-11, 1.6882e-11, 1.0984e-11, 6.8370e-12, 4.2085e-12, 2.5030e-12, 1.5511e-12, 9.4195e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     214.0,  432723.3,4194930.0, 2309.0, 27.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.3238e-11, 4.0043e-11, 2.5848e-11, 1.6554e-11, 1.0678e-11, 6.6032e-12, 4.0715e-12, 2.4571e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     215.0,  432750.3,4194939.0, 2309.0, 26.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.3789e-11, 4.0345e-11, 2.5861e-11, 1.6504e-11, 1.0536e-11, 6.5226e-12, 4.0338e-12, 2.4571e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     216.0,  432777.3,4194948.5, 2309.0, 26.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.5317e-11, 4.0660e-11, 2.5895e-11, 1.6499e-11, 1.0473e-11, 6.5268e-12, 4.0311e-12, 2.4975e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     217.0,  432804.3,4194958.0, 2308.9, 26.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.5173e-11, 4.0392e-11, 2.5522e-11, 1.6241e-11, 1.0320e-11, 6.3905e-12, 4.0297e-12, 2.5448e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     218.0,  432829.3,4194967.0, 2308.9, 27.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.3719e-11, 3.9233e-11, 2.4747e-11, 1.5737e-11, 1.0017e-11, 6.2025e-12, 3.9697e-12, 2.5363e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     219.0,  432854.9,4194976.0, 2309.0, 29.2, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 6.0700e-11, 3.7223e-11, 2.3416e-11, 1.4853e-11, 9.4304e-12, 6.0034e-12, 3.9846e-12, 2.5561e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     220.0,  432882.2,4194986.0, 2309.0, 30.2, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.6841e-11, 3.6044e-11, 2.2674e-11, 1.3838e-11, 8.7869e-12, 5.6013e-12, 3.7442e-12, 2.4030e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     221.0,  432911.7,4194996.0, 2309.2, 30.3, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.2965e-11, 3.3535e-11, 2.1119e-11, 1.3078e-11, 8.2535e-12, 5.2408e-12, 3.5148e-12, 2.2485e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     222.0,  432943.9,4195006.0, 2309.7, 29.4, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.1002e-11, 3.1801e-11, 1.9988e-11, 1.2622e-11, 8.0057e-12, 5.1067e-12, 3.2961e-12, 2.1937e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     223.0,  432974.9,4195015.5, 2310.0, 28.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.1011e-11, 3.1045e-11, 1.9450e-11, 1.2374e-11, 7.8805e-12, 5.0132e-12, 3.2168e-12, 2.1119e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     224.0,  433006.2,4195025.0, 2310.0, 28.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.0546e-11, 3.0880e-11, 1.9401e-11, 1.2397e-11, 7.9199e-12, 5.0486e-12, 3.2726e-12, 2.0846e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     225.0,  433036.8,4195035.5, 2309.9, 27.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 5.0237e-11, 3.0825e-11, 1.9170e-11, 1.2253e-11, 7.8008e-12, 4.9555e-12, 3.1961e-12, 2.0170e-12, 1.2594e-12, 7.8904e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     226.0,  433066.2,4195046.5, 2309.6, 28.3, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.9058e-11, 2.9455e-11, 1.8603e-11, 1.1802e-11, 7.6323e-12, 4.8282e-12, 3.1037e-12, 1.9657e-12, 1.2202e-12, 7.6877e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     227.0,  433094.7,4195059.0, 2309.1, 29.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.7303e-11, 2.8288e-11, 1.7922e-11, 1.1404e-11, 7.3565e-12, 4.6269e-12, 2.9155e-12, 1.8723e-12, 1.1559e-12, 7.6410e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     228.0,  433122.9,4195071.0, 2309.2, 32.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.4751e-11, 2.6817e-11, 1.7012e-11, 1.0840e-11, 7.1100e-12, 4.4872e-12, 2.8508e-12, 1.8351e-12, 1.1336e-12, 7.2669e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     229.0,  433151.6,4195083.0, 2309.6, 33.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.0906e-11, 2.5403e-11, 1.6183e-11, 1.0415e-11, 6.6153e-12, 4.2712e-12, 2.7275e-12, 1.7507e-12, 1.0779e-12, 7.2669e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     230.0,  433180.4,4195094.0, 2310.3, 34.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.8876e-11, 2.4386e-11, 1.5625e-11, 1.0146e-11, 6.5012e-12, 4.2017e-12, 2.7456e-12, 1.7918e-12, 1.1340e-12, 7.3428e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     231.0,  433210.6,4195104.0, 2310.8, 35.2, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7616e-11, 2.3760e-11, 1.5264e-11, 9.9440e-12, 6.4293e-12, 4.2506e-12, 2.8109e-12, 1.8836e-12, 1.2450e-12, 8.4967e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     232.0,  433242.0,4195113.5, 2311.0, 34.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7336e-11, 2.3666e-11, 1.5250e-11, 9.9974e-12, 6.4884e-12, 4.2806e-12, 2.8261e-12, 1.8905e-12, 1.2568e-12, 7.9717e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     233.0,  433273.7,4195124.0, 2311.2, 33.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.8276e-11, 2.4017e-11, 1.5486e-11, 1.0118e-11, 6.5571e-12, 4.2879e-12, 2.7839e-12, 1.8411e-12, 1.1990e-12, 7.8962e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     234.0,  433305.3,4195135.5, 2311.4, 31.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.9299e-11, 2.4451e-11, 1.5739e-11, 1.0202e-11, 6.6109e-12, 4.2962e-12, 2.7669e-12, 1.8351e-12, 1.1916e-12, 7.8847e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     235.0,  433335.8,4195147.5, 2311.7, 31.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.0105e-11, 2.4954e-11, 1.6045e-11, 1.0354e-11, 6.6580e-12, 4.3193e-12, 2.7412e-12, 1.8194e-12, 1.1808e-12, 8.0963e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     236.0,  433365.2,4195160.5, 2311.6, 31.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.0499e-11, 2.5298e-11, 1.6183e-11, 1.0347e-11, 6.6300e-12, 4.2764e-12, 2.7139e-12, 1.8082e-12, 1.1990e-12, 7.9135e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     237.0,  433394.7,4195173.0, 2311.1, 32.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 4.0092e-11, 2.5147e-11, 1.6092e-11, 1.0330e-11, 6.6138e-12, 4.2526e-12, 2.6990e-12, 1.7312e-12, 1.1173e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     238.0,  433425.6,4195185.5, 2311.1, 33.4, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.9737e-11, 2.4967e-11, 1.5702e-11, 1.0126e-11, 6.5355e-12, 4.2027e-12, 2.7025e-12, 1.7391e-12, 1.0980e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     239.0,  433453.2,4195196.5, 2311.1, 35.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7381e-11, 2.3075e-11, 1.4838e-11, 9.7673e-12, 6.3464e-12, 4.0682e-12, 2.6399e-12, 1.7845e-12, 1.1865e-12,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     240.0,  433481.1,4195206.0, 2311.4, 35.2, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.5609e-11, 2.2608e-11, 1.4582e-11, 9.5792e-12, 6.2572e-12, 4.0624e-12, 2.5628e-12, 1.6809e-12, 1.1229e-12, 7.6629e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     241.0,  433512.0,4195216.5, 2311.8, 34.2, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.5980e-11, 2.2702e-11, 1.4509e-11, 9.2571e-12, 6.0156e-12, 3.8719e-12, 2.5537e-12, 1.6866e-12, 1.1551e-12, 7.9600e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     242.0,  433544.8,4195228.0, 2312.0, 33.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.6753e-11, 2.2974e-11, 1.4631e-11, 9.3488e-12, 6.0851e-12,        NaN, 2.5415e-12, 1.6595e-12, 1.0805e-12, 7.2870e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     243.0,  433578.9,4195240.0, 2312.0, 32.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7456e-11, 2.3278e-11, 1.4757e-11, 9.4474e-12, 6.1248e-12, 3.8640e-12, 2.4955e-12, 1.6161e-12, 1.0508e-12, 6.9269e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     244.0,  433611.6,4195253.0, 2312.0, 32.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7536e-11, 2.3198e-11, 1.4585e-11, 9.3417e-12, 5.9647e-12, 3.8387e-12, 2.4709e-12, 1.6013e-12, 1.0401e-12, 6.8149e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     245.0,  433640.6,4195265.0, 2312.0, 33.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.7194e-11, 2.2996e-11, 1.4516e-11, 9.2993e-12, 5.9097e-12, 3.7787e-12, 2.4395e-12, 1.5700e-12, 1.0098e-12, 6.8217e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     246.0,  433670.4,4195277.5, 2312.1, 33.9, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.5821e-11, 2.2511e-11, 1.4233e-11, 9.0799e-12, 5.7460e-12, 3.6755e-12, 2.4837e-12, 1.6259e-12, 1.0799e-12, 7.6465e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     247.0,  433700.7,4195289.0, 2312.3, 34.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.4836e-11, 2.1908e-11, 1.3893e-11, 8.8821e-12, 5.6955e-12, 3.6659e-12, 2.4515e-12, 1.6039e-12, 1.0642e-12, 7.4723e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     248.0,  433731.6,4195299.5, 2312.7, 35.4, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.4188e-11, 2.1453e-11, 1.3699e-11, 8.7722e-12, 5.7103e-12, 3.7278e-12, 2.5086e-12, 1.6322e-12, 1.1128e-12, 7.9020e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     249.0,  433763.4,4195309.0, 2313.0, 35.5, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.3895e-11, 2.1020e-11, 1.3594e-11, 8.8220e-12, 5.8127e-12, 3.7915e-12, 2.5923e-12, 1.7067e-12, 1.1311e-12, 7.8646e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     250.0,  433795.8,4195318.5, 2313.2, 34.8, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.4139e-11, 2.1181e-11, 1.3565e-11, 8.8140e-12, 5.7611e-12, 3.7966e-12, 2.5193e-12, 1.6971e-12, 1.0835e-12, 7.3224e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     251.0,  433827.8,4195327.5, 2313.2, 34.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.4336e-11, 2.1282e-11, 1.3646e-11, 8.7882e-12, 5.6784e-12, 3.7344e-12, 2.4299e-12, 1.5764e-12, 1.0021e-12, 6.5341e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     252.0,  433858.8,4195337.5, 2313.1, 34.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.4188e-11, 2.1188e-11, 1.3320e-11, 8.6772e-12, 5.5634e-12, 3.6002e-12, 2.2887e-12, 1.4321e-12, 9.5821e-13, 6.0732e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     253.0,  433889.4,4195348.5, 2313.1, 35.1, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.3512e-11, 2.0739e-11, 1.2980e-11, 8.5485e-12, 5.4437e-12, 3.5161e-12, 2.2200e-12, 1.3681e-12, 9.1515e-13, 5.7975e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     254.0,  433919.1,4195360.5, 2313.3, 36.7, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.2585e-11, 2.0140e-11, 1.2582e-11, 8.3180e-12, 5.2716e-12, 3.4345e-12, 2.1179e-12, 1.2698e-12, 8.5802e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     255.0,  433948.8,4195373.0, 2313.9, 38.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.1399e-11, 1.9446e-11, 1.2436e-11, 8.1187e-12, 5.2080e-12, 3.3706e-12, 2.0852e-12, 1.2604e-12, 8.0034e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     256.0,  433978.9,4195384.5, 2314.0, 38.6, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.0566e-11, 1.8924e-11, 1.2127e-11, 7.9205e-12, 5.1429e-12, 3.3408e-12, 2.1103e-12, 1.2989e-12, 8.3660e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     257.0,  434008.9,4195394.5, 2314.1, 37.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.0404e-11, 1.8870e-11, 1.2097e-11, 7.8869e-12, 5.1217e-12, 3.4709e-12, 2.2753e-12, 1.4629e-12, 9.9804e-13, 6.1125e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     258.0,  434040.3,4195405.0, 2314.5, 36.0, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.1484e-11, 1.9616e-11, 1.2548e-11, 8.1795e-12, 5.3283e-12, 3.4009e-12, 2.2298e-12, 1.4121e-12, 9.4191e-13, 6.3795e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
100101,     259.0,  434072.2,4195415.5, 2314.9, 34.3, 0, 0, 0, 0, 0, 0,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN, 3.2767e-11, 1.9904e-11, 1.2660e-11, 8.2497e-12, 5.3933e-12, 3.4679e-12, 2.3044e-12, 1.4742e-12, 9.9804e-13, 6.1182e-13,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN,        NaN
